id,english,spanish,portuguese,example_en,example_es,example_pt,source,tags
card-6a9733481118f8f0,lead to,llevar a,levar a,The researchers used the available data to lead to the main clinical outcome.,Los investigadores utilizaron los datos disponibles para llevar a el principal desenlace clínico.,Os pesquisadores utilizaram os dados disponíveis para levar a o principal desfecho clínico.,Medical exam-style example,verb
card-d98927794af5b99e,result in,dar lugar a / resultar en,resultar em,The researchers used the available data to result in the main clinical outcome.,Los investigadores utilizaron los datos disponibles para dar lugar a / resultar en el principal desenlace clínico.,Os pesquisadores utilizaram os dados disponíveis para resultar em o principal desfecho clínico.,Medical exam-style example,verb
card-6e0ec5d0ad6194d2,be associated with,estar asociado con,estar associado a,The researchers used the available data to be associated with the main clinical outcome.,Los investigadores utilizaron los datos disponibles para estar asociado con el principal desenlace clínico.,Os pesquisadores utilizaram os dados disponíveis para estar associado a o principal desfecho clínico.,Medical exam-style example,verb
card-699415ecb6acf7a8,be related to,estar relacionado con,estar relacionado a,The researchers used the available data to be related to the main clinical outcome.,Los investigadores utilizaron los datos disponibles para estar relacionado con el principal desenlace clínico.,Os pesquisadores utilizaram os dados disponíveis para estar relacionado a o principal desfecho clínico.,Medical exam-style example,verb
card-121aef39ea84ebbc,be due to,deberse a,ser devido a,The researchers used the available data to be due to the main clinical outcome.,Los investigadores utilizaron los datos disponibles para deberse a el principal desenlace clínico.,Os pesquisadores utilizaram os dados disponíveis para ser devido a o principal desfecho clínico.,Medical exam-style example,verb
card-09ad4653b3b7e94e,because of,debido a,devido a,"Because of, the authors recommended cautious interpretation of the results.","Debido a, los autores recomendaron una interpretación cautelosa de los resultados.","Devido a, os autores recomendaram uma interpretação cuidadosa dos resultados.",Medical exam-style example,connector
card-78302c3c9580b0bb,cardiovascular disease,enfermedad cardiovascular,doença cardiovascular,The GRADE analysis examined cardiovascular disease across the treatment groups.,El análisis GRADE examinó enfermedad cardiovascular entre los grupos de tratamiento.,A análise GRADE examinou doença cardiovascular entre os grupos de tratamento.,Adapted from GRADE PubMed abstract,grade
card-1ef8fb75219ca2df,major cause,causa principal,causa importante / principal,The GRADE analysis examined major cause across the treatment groups.,El análisis GRADE examinó causa principal entre los grupos de tratamiento.,A análise GRADE examinou causa importante / principal entre os grupos de tratamento.,Adapted from GRADE PubMed abstract,grade
card-4d986fa75f96a5e2,morbidity,morbilidad,morbidade,The GRADE analysis examined morbidity across the treatment groups.,El análisis GRADE examinó morbilidad entre los grupos de tratamiento.,A análise GRADE examinou morbidade entre os grupos de tratamento.,Adapted from GRADE PubMed abstract,grade
card-d1c4d1a12ffef7d0,glucose-lowering medication,medicamento hipoglucemiante,medicamento redutor de glicose,The GRADE analysis examined glucose-lowering medication across the treatment groups.,El análisis GRADE examinó medicamento hipoglucemiante entre los grupos de tratamiento.,A análise GRADE examinou medicamento redutor de glicose entre os grupos de tratamento.,Adapted from GRADE PubMed abstract,grade
card-19a6cb05ab954692,low cardiovascular risk,bajo riesgo cardiovascular,baixo risco cardiovascular,The GRADE analysis examined low cardiovascular risk across the treatment groups.,El análisis GRADE examinó bajo riesgo cardiovascular entre los grupos de tratamiento.,A análise GRADE examinou baixo risco cardiovascular entre os grupos de tratamento.,Adapted from GRADE PubMed abstract,grade
card-d983a153572ae62f,treatment group,grupo de tratamiento,grupo de tratamento,The GRADE analysis examined treatment group across the treatment groups.,El análisis GRADE examinó grupo de tratamiento entre los grupos de tratamiento.,A análise GRADE examinou grupo de tratamento entre os grupos de tratamento.,Adapted from GRADE PubMed abstract,grade
card-78cae55315e834b3,randomly assigned,asignado aleatoriamente,designado aleatoriamente,The GRADE analysis examined randomly assigned across the treatment groups.,El análisis GRADE examinó asignado aleatoriamente entre los grupos de tratamiento.,A análise GRADE examinou designado aleatoriamente entre os grupos de tratamento.,Adapted from GRADE PubMed abstract,grade
card-ca10c1396d07fa15,insulin glargine,insulina glargina,insulina glargina,The GRADE analysis examined insulin glargine across the treatment groups.,El análisis GRADE examinó insulina glargina entre los grupos de tratamiento.,A análise GRADE examinou insulina glargina entre os grupos de tratamento.,Adapted from GRADE PubMed abstract,grade
card-76ac041cc910a9f1,glimepiride,glimepirida,glimepirida,The GRADE analysis examined glimepiride across the treatment groups.,El análisis GRADE examinó glimepirida entre los grupos de tratamiento.,A análise GRADE examinou glimepirida entre os grupos de tratamento.,Adapted from GRADE PubMed abstract,grade
card-f24132a6414bb496,liraglutide,liraglutida,liraglutida,The GRADE analysis examined liraglutide across the treatment groups.,El análisis GRADE examinó liraglutida entre los grupos de tratamiento.,A análise GRADE examinou liraglutida entre os grupos de tratamento.,Adapted from GRADE PubMed abstract,grade
card-8c1ec4fa9e80839b,sitagliptin,sitagliptina,sitagliptina,The GRADE analysis examined sitagliptin across the treatment groups.,El análisis GRADE examinó sitagliptina entre los grupos de tratamiento.,A análise GRADE examinou sitagliptina entre os grupos de tratamento.,Adapted from GRADE PubMed abstract,grade
card-0d78ef952db215b9,baseline metformin,metformina basal,metformina de base,The GRADE analysis examined baseline metformin across the treatment groups.,El análisis GRADE examinó metformina basal entre los grupos de tratamiento.,A análise GRADE examinou metformina de base entre os grupos de tratamento.,Adapted from GRADE PubMed abstract,grade
card-05c4416c81201c10,diabetes duration,duración de la diabetes,duração do diabetes,The GRADE analysis examined diabetes duration across the treatment groups.,El análisis GRADE examinó duración de la diabetes entre los grupos de tratamiento.,A análise GRADE examinou duração do diabetes entre os grupos de tratamento.,Adapted from GRADE PubMed abstract,grade
card-f8d3e1bf15c3eaf4,cerebrovascular accident,accidente cerebrovascular,acidente cerebrovascular,The GRADE analysis examined cerebrovascular accident across the treatment groups.,El análisis GRADE examinó accidente cerebrovascular entre los grupos de tratamiento.,A análise GRADE examinou acidente cerebrovascular entre os grupos de tratamento.,Adapted from GRADE PubMed abstract,grade
card-676cb3849d9850d8,prespecified outcome,desenlace preespecificado,desfecho pré-especificado,The GRADE analysis examined prespecified outcome across the treatment groups.,El análisis GRADE examinó desenlace preespecificado entre los grupos de tratamiento.,A análise GRADE examinou desfecho pré-especificado entre os grupos de tratamento.,Adapted from GRADE PubMed abstract,grade
card-e5b2e562f46d7e12,time-to-first event,tiempo hasta el primer evento,tempo até o primeiro evento,The GRADE analysis examined time-to-first event across the treatment groups.,El análisis GRADE examinó tiempo hasta el primer evento entre los grupos de tratamiento.,A análise GRADE examinou tempo até o primeiro evento entre os grupos de tratamento.,Adapted from GRADE PubMed abstract,grade
card-ac7d12fd29e1d9bc,major adverse cardiovascular event,evento cardiovascular adverso mayor,evento cardiovascular adverso maior,The GRADE analysis examined major adverse cardiovascular event across the treatment groups.,El análisis GRADE examinó evento cardiovascular adverso mayor entre los grupos de tratamiento.,A análise GRADE examinou evento cardiovascular adverso maior entre os grupos de tratamento.,Adapted from GRADE PubMed abstract,grade
card-a3d2302ee10a6db3,cardiovascular death,muerte cardiovascular,morte cardiovascular,The GRADE analysis examined cardiovascular death across the treatment groups.,El análisis GRADE examinó muerte cardiovascular entre los grupos de tratamiento.,A análise GRADE examinou morte cardiovascular entre os grupos de tratamento.,Adapted from GRADE PubMed abstract,grade
card-2637b6a64679bc70,ischemic stroke,accidente cerebrovascular isquémico,acidente vascular cerebral isquêmico,The GRADE analysis examined ischemic stroke across the treatment groups.,El análisis GRADE examinó accidente cerebrovascular isquémico entre los grupos de tratamiento.,A análise GRADE examinou acidente vascular cerebral isquêmico entre os grupos de tratamento.,Adapted from GRADE PubMed abstract,grade
